"root","file","ra","dec","srcid","msamet","slitid","grating","exptime","wmin","wmax","sn50","flux50","ctime","version","References","nRef","zfit","z","grade","reviewer","comment","thumb","slit_thumb","FITS","fnu","flam","has_v3","flam_v3"
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_48580.spec.fits","3.54323162","-30.36141455","48580","jw08204001001_01_msa.fits","173","PRISM_CLEAR","2188.3","0.55","5.5","1","0.068","2025-11-06 13:53:14.418","0.9.13.dev13+g833a53735","-","0","3.4677","3.4677","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_31269.spec.fits","3.59086779","-30.38825364","31269","jw08204001001_01_msa.fits","2","PRISM_CLEAR","2188.3","0.55","5.5","1.1","0.067","2025-11-06 15:00:36.775","0.9.13.dev13+g833a53735","-","0","3.4771","3.4771","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_30941.spec.fits","3.52667274","-30.38882563","30941","jw08204001001_01_msa.fits","239","G395M_F290LP","8753.3","2.69","5.42","0.4","0.067","2025-11-06 15:07:05.905","0.9.13.dev13+g833a53735","-","0","3.3394","3.3394","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_30941 z=3.3418","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_49809.spec.fits","3.52530139","-30.35922336","49809","jw08204001001_01_msa.fits","249","G235M_F170LP","35013.3","1.61","4.58","0.4","0.067","2025-11-06 14:46:46.776","0.9.13.dev13+g833a53735","-","0","4.3736","4.3736","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_49809 z=4.3837","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_53409.spec.fits","3.54659392","-30.35315436","53409","jw08204001001_01_msa.fits","163","PRISM_CLEAR","2188.3","0.55","5.5","1","0.067","2025-11-06 14:10:48.336","0.9.13.dev13+g833a53735","-","0","3.6804","3.6804","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_34412.spec.fits","3.54911602","-30.38266091","34412","jw08204001001_01_msa.fits","146","G395M_F290LP","8753.3","2.69","5.5","0.5","0.067","2025-11-06 14:09:39.272","0.9.13.dev13+g833a53735","-","0","3.4715","3.4715","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_34412 z=3.4794","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_31011.spec.fits","3.58710401","-30.38876579","31011","jw08204001001_01_msa.fits","20","PRISM_CLEAR","2188.3","0.55","5.5","1.6","0.066","2025-11-06 14:47:45.879","0.9.13.dev13+g833a53735","JRi20  z=4.301 ;  RNa24  z=N/A","2","4.2919","4.2919","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_52632.spec.fits","3.57088588","-30.3543744","52632","jw08204001001_01_msa.fits","93","PRISM_CLEAR","2188.3","0.55","5.5","0.9","0.065","2025-11-06 14:51:45.158","0.9.13.dev13+g833a53735","-","0","3.8982","3.8982","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_30941.spec.fits","3.52667274","-30.38882563","30941","jw08204001001_01_msa.fits","239","G235M_F170LP","35013.3","1.61","4.58","0.4","0.065","2025-11-06 15:07:14.609","0.9.13.dev13+g833a53735","-","0","3.3394","3.3394","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_30941 z=3.3418","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_41225.spec.fits","3.533994","-30.353308","41225","jw08204001001_01_msa.fits","222","PRISM_CLEAR","2188.3","0.55","5.5","1.2","0.064","2025-11-06 14:07:03.925","0.9.13.dev13+g833a53735","RNa24  z=N/A ;  DKo24  z=6.760 ;  ILa23  z=N/A","3","6.7732","6.7732","3","GBr","broadened halpha","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_34412.spec.fits","3.54911602","-30.38266091","34412","jw08204001001_01_msa.fits","146","G235M_F170LP","35013.3","1.61","4.58","0.5","0.064","2025-11-06 14:09:48.348","0.9.13.dev13+g833a53735","-","0","3.4718","3.4718","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_34412 z=3.4794","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_31011.spec.fits","3.58710401","-30.38876579","31011","jw08204001001_01_msa.fits","20","G235M_F170LP","35013.3","1.61","3.66","0.7","0.063","2025-11-06 14:47:57.807","0.9.13.dev13+g833a53735","JRi20  z=4.301 ;  RNa24  z=N/A","2","4.2943","4.2943","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_31011 z=4.2919","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_59773.spec.fits","3.55093026","-30.34041486","59773","jw08204001001_01_msa.fits","147","G235M_F170LP","35013.3","1.61","4.58","0.4","0.062","2025-11-06 14:07:19.029","0.9.13.dev13+g833a53735","-","0","2.582","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_54271.spec.fits","3.58424083","-30.35131242","54271","jw08204001001_01_msa.fits","45","G395M_F290LP","8753.3","2.79","5.5","0.4","0.061","2025-11-06 14:28:06.502","0.9.13.dev13+g833a53735","-","0","2.4681","2.4681","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_54271 z=2.4696","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_49809.spec.fits","3.52530139","-30.35922336","49809","jw08204001001_01_msa.fits","249","PRISM_CLEAR","2188.3","0.55","5.5","0.9","0.059","2025-11-06 14:46:31.044","0.9.13.dev13+g833a53735","-","0","4.3837","4.3837","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_48538.spec.fits","3.57613247","-30.36145983","48538","jw08204001001_01_msa.fits","81","G395M_F290LP","8753.3","2.69","5.5","0.3","0.059","2025-11-06 14:40:46.978","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_52632.spec.fits","3.57088588","-30.3543744","52632","jw08204001001_01_msa.fits","93","G395M_F290LP","8753.3","2.69","5.5","0.2","0.058","2025-11-06 14:51:52.258","0.9.13.dev13+g833a53735","-","0","3.8948","3.8948","3","Auto","Redshift matches uncover-62-v4_prism-clear_2561_52632 z=3.8935","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_b204.spec.fits","3.53798376","-30.34984172","204","jw08204001001_01_msa.fits","204","G395M_F290LP","8753.3","2.69","5.5","0.2","0.058","2025-11-06 14:05:45.873","0.9.13.dev13+g833a53735","-","0","3.0556","3.0556","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_b204 z=3.0592","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_55358.spec.fits","3.56447982","-30.35021847","55358","jw08204001001_01_msa.fits","128","G395M_F290LP","8753.3","2.69","5.5","0.2","0.058","2025-11-06 14:30:25.937","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_35716.spec.fits","3.57106674","-30.38044403","35716","jw08204001001_01_msa.fits","88","PRISM_CLEAR","2188.3","0.93","5.5","0.8","0.058","2025-11-06 14:59:22.103","0.9.13.dev13+g833a53735","-","0","3.3902","3.3902","2","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b27.spec.fits","3.58739819","-30.36270264","27","jw08204001001_01_msa.fits","27","G235M_F170LP","35013.3","1.61","3.73","0.5","0.057","2025-11-06 14:28:04.754","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_39831.spec.fits","3.58530823","-30.37468319","39831","jw08204001001_01_msa.fits","38","PRISM_CLEAR","2188.3","0.55","5.5","1.1","0.056","2025-11-06 15:10:44.016","0.9.13.dev13+g833a53735","-","0","3.4038","3.4038","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_27293.spec.fits","3.55049124","-30.39547082","27293","jw08204001001_01_msa.fits","138","G395M_F290LP","8753.3","2.69","5.5","0.4","0.056","2025-11-06 14:37:34.719","0.9.13.dev13+g833a53735","-","0","5.7686","5.7686","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_27293 z=5.7773","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_28397.spec.fits","3.54149479","-30.39345842","28397","jw08204001001_01_msa.fits","174","G235M_F170LP","35013.3","1.61","4.58","0.4","0.055","2025-11-06 15:28:08.454","0.9.13.dev13+g833a53735","RNa24  z=6.235","1","6.2367","6.2367","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_28397 z=6.2397","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_27034.spec.fits","3.57718186","-30.39599004","27034","jw08204001001_01_msa.fits","56","G395M_F290LP","8753.3","2.98","5.5","0.3","0.054","2025-11-06 14:29:58.461","0.9.13.dev13+g833a53735","RNa24  z=N/A","1","5.0496","5.0496","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_27034 z=5.0489","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_37060.spec.fits","3.5890642","-30.37841535","37060","jw08204001001_01_msa.fits","14","G235M_F170LP","35013.3","1.61","3.63","0.3","0.054","2025-11-06 13:59:14.332","0.9.13.dev13+g833a53735","-","0","3.7371","3.7371","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_37060 z=3.7359","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_50493.spec.fits","3.52997076","-30.35815766","50493","jw08204001001_01_msa.fits","228","G235M_F170LP","35013.3","1.61","4.58","0.4","0.053","2025-11-06 14:16:15.974","0.9.13.dev13+g833a53735","RNa24  z=N/A","1","4.9631","4.9631","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_50493 z=4.9648","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_54271.spec.fits","3.58424083","-30.35131242","54271","jw08204001001_01_msa.fits","45","G235M_F170LP","35013.3","1.7","3.86","0.5","0.052","2025-11-06 14:28:14.018","0.9.13.dev13+g833a53735","-","0","2.4691","2.4691","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_54271 z=2.4696","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_54271.spec.fits","3.58424083","-30.35131242","54271","jw08204001001_01_msa.fits","45","PRISM_CLEAR","2188.3","0.55","5.5","1.1","0.052","2025-11-06 14:28:00.810","0.9.13.dev13+g833a53735","-","0","0.6306","2.4696","3","GBr","lines in grating","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_35716.spec.fits","3.57106674","-30.38044403","35716","jw08204001001_01_msa.fits","88","G235M_F170LP","35013.3","1.61","4.2","0.3","0.051","2025-11-06 14:59:36.927","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_57642.spec.fits","3.56307151","-30.34488341","57642","jw08204001001_01_msa.fits","133","G395M_F290LP","8753.3","2.69","5.5","0.3","0.051","2025-11-06 14:17:17.473","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_30457.spec.fits","3.5253177","-30.38964433","30457","jw08204001001_01_msa.fits","242","G235M_F170LP","35013.3","1.62","4.58","0.4","0.051","2025-11-06 15:03:27.670","0.9.13.dev13+g833a53735","-","0","1.0867","1.0867","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_30457 z=1.0886","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_50743.spec.fits","3.58789659","-30.35755482","50743","jw08204001001_01_msa.fits","24","G235M_F170LP","35013.3","1.61","3.73","0.3","0.05","2025-11-06 14:11:03.092","0.9.13.dev13+g833a53735","-","0","2.5591","2.5591","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_50743 z=2.5636","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_b204.spec.fits","3.53798449","-30.34982704","204","jw08204001001_01_msa.fits","204","PRISM_CLEAR","2188.3","0.55","5.5","0.6","0.05","2025-11-06 14:05:39.721","0.9.13.dev13+g833a53735","-","0","3.0592","3.0592","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_48538.spec.fits","3.57613247","-30.36145983","48538","jw08204001001_01_msa.fits","81","PRISM_CLEAR","2188.3","0.55","5.5","0.7","0.049","2025-11-06 14:40:39.946","0.9.13.dev13+g833a53735","-","0","0.5905","0.5906","1","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_30941.spec.fits","3.52667274","-30.38882563","30941","jw08204001001_01_msa.fits","239","PRISM_CLEAR","2188.3","0.55","5.5","0.9","0.049","2025-11-06 15:07:01.345","0.9.13.dev13+g833a53735","-","0","3.3418","3.3418","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_34268.spec.fits","3.57704126","-30.3825752","34268","jw08204001001_01_msa.fits","57","G395M_F290LP","8753.3","2.69","5.5","0.3","0.049","2025-11-06 13:56:03.305","0.9.13.dev13+g833a53735","RNa24  z=N/A","1","5.7693","5.7693","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_34268 z=5.7685","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_30457.spec.fits","3.5253177","-30.38964433","30457","jw08204001001_01_msa.fits","242","G395M_F290LP","8753.3","2.69","5.48","0.3","0.049","2025-11-06 15:03:17.530","0.9.13.dev13+g833a53735","-","0","1.0867","1.0867","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_30457 z=1.0886","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_43499.spec.fits","3.52296337","-30.3748701","43499","jw08204001001_01_msa.fits","265","PRISM_CLEAR","2188.3","0.55","5.5","0.7","0.048","2025-11-06 14:13:35.323","0.9.13.dev13+g833a53735","-","0","2.3922","2.3854","3","GBr","lines in grating","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_29170.spec.fits","3.57339736","-30.39204506","29170","jw08204001001_01_msa.fits","84","PRISM_CLEAR","2188.3","0.7","5.5","0.7","0.048","2025-11-06 13:55:04.985","0.9.13.dev13+g833a53735","-","0","3.542","3.5239","3","GBr","lines in gratings","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_36294.spec.fits","3.5513397","-30.37956585","36294","jw08204001001_01_msa.fits","137","PRISM_CLEAR","2188.3","0.55","5.5","0.7","0.047","2025-11-06 14:21:17.332","0.9.13.dev13+g833a53735","-","0","3.7969","3.7444","3","GBr","lines in gratings","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_58907.spec.fits","3.56285422","-30.34236654","58907","jw08204001001_01_msa.fits","135","G395M_F290LP","8753.3","2.69","5.5","0.3","0.047","2025-11-06 15:06:36.313","0.9.13.dev13+g833a53735","-","0","3.9979","3.9979","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_58907 z=4.0000","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_58907.spec.fits","3.56285422","-30.34236654","58907","jw08204001001_01_msa.fits","135","PRISM_CLEAR","2188.3","3.18","5.5","0.7","0.047","2025-11-06 15:06:31.513","0.9.13.dev13+g833a53735","-","0","6.7375","4","3","GBr","lines in gratings","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_27293.spec.fits","3.55049124","-30.39547082","27293","jw08204001001_01_msa.fits","138","PRISM_CLEAR","2188.3","0.55","5.5","1","0.047","2025-11-06 14:37:24.055","0.9.13.dev13+g833a53735","-","0","5.7773","5.7773","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_28397.spec.fits","3.54149479","-30.39345842","28397","jw08204001001_01_msa.fits","174","PRISM_CLEAR","2188.3","0.55","5.5","0.9","0.046","2025-11-06 15:27:58.310","0.9.13.dev13+g833a53735","RNa24  z=6.235","1","6.2397","6.2397","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_30457.spec.fits","3.5253177","-30.38964433","30457","jw08204001001_01_msa.fits","242","PRISM_CLEAR","2188.3","0.55","5.5","1","0.045","2025-11-06 15:03:11.610","0.9.13.dev13+g833a53735","-","0","1.0886","1.0886","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_41225.spec.fits","3.533994","-30.353308","41225","jw08204001001_01_msa.fits","222","G235M_F170LP","35013.3","1.61","4.58","0.3","0.044","2025-11-06 14:07:18.405","0.9.13.dev13+g833a53735","RNa24  z=N/A ;  DKo24  z=6.760 ;  ILa23  z=N/A","3","6.7674","6.7674","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_41225 z=6.7732","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_34482.spec.fits","3.58685359","-30.38225749","34482","jw08204001001_01_msa.fits","22","PRISM_CLEAR","2188.3","0.55","5.5","0.8","0.044","2025-11-06 14:23:58.543","0.9.13.dev13+g833a53735","-","0","3.302","3.302","1","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_36294.spec.fits","3.5513397","-30.37956585","36294","jw08204001001_01_msa.fits","137","G235M_F170LP","35013.3","1.61","4.58","0.2","0.044","2025-11-06 14:21:33.536","0.9.13.dev13+g833a53735","-","0","3.7459","3.7459","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_36294 z=3.7444","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_27034.spec.fits","3.57718186","-30.39599004","27034","jw08204001001_01_msa.fits","56","PRISM_CLEAR","2188.3","0.55","5.5","0.8","0.044","2025-11-06 14:29:50.313","0.9.13.dev13+g833a53735","RNa24  z=N/A","1","5.0489","5.0489","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_58907.spec.fits","3.56285422","-30.34236654","58907","jw08204001001_01_msa.fits","135","G235M_F170LP","35013.3","1.61","4.58","0.3","0.043","2025-11-06 15:06:45.669","0.9.13.dev13+g833a53735","-","0","3.9986","3.9986","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_58907 z=4.0000","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_43499.spec.fits","3.52296337","-30.3748701","43499","jw08204001001_01_msa.fits","265","G395M_F290LP","8753.3","2.69","5.5","0.2","0.042","2025-11-06 14:13:50.183","0.9.13.dev13+g833a53735","-","0","2.384","2.384","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_43499 z=2.3854","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_47883.spec.fits","3.56818969","-30.36252571","106","jw08204001001_01_msa.fits","106","PRISM_CLEAR","2188.3","1.37","5.5","0.4","0.042","2025-11-06 14:19:38.865","0.9.13.dev13+g833a53735","-","0","5.1804","5.1495","3","GBr","neighbor","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_37060.spec.fits","3.5890642","-30.37841535","37060","jw08204001001_01_msa.fits","14","PRISM_CLEAR","2188.3","0.55","5.5","0.9","0.041","2025-11-06 13:59:03.676","0.9.13.dev13+g833a53735","-","0","3.7359","3.7359","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_37843.spec.fits","3.57907246","-30.37726285","37843","jw08204001001_01_msa.fits","55","PRISM_CLEAR","2188.3","0.55","5.5","0.5","0.041","2025-11-06 13:48:01.543","0.9.13.dev13+g833a53735","-","0","4.3232","4.3232","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_27293.spec.fits","3.55049124","-30.39547082","27293","jw08204001001_01_msa.fits","138","G235M_F170LP","35013.3","1.61","4.58","0.4","0.041","2025-11-06 14:37:44.375","0.9.13.dev13+g833a53735","-","0","5.7686","5.7686","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_27293 z=5.7773","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_b27.spec.fits","3.58739891","-30.36268796","27","jw08204001001_01_msa.fits","27","PRISM_CLEAR","2188.3","0.55","5.5","0.9","0.04","2025-11-06 14:27:51.262","0.9.13.dev13+g833a53735","-","0","0.2398","0.2398","1","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_b217.spec.fits","3.53654602","-30.34615517","217","jw08204001001_01_msa.fits","217","G395M_F290LP","8753.3","2.69","5.5","0.6","0.04","2025-11-06 13:55:22.557","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_53258.spec.fits","3.57449087","-30.35308075","53258","jw08204001001_01_msa.fits","85","G395M_F290LP","8753.3","2.69","5.5","0.2","0.038","2025-11-06 13:57:02.244","0.9.13.dev13+g833a53735","-","0","5.3173","5.3173","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_53258 z=5.3128","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_b208.spec.fits","3.53738856","-30.35782042","208","jw08204001001_01_msa.fits","208","G395M_F290LP","8753.3","2.69","5.5","0.2","0.037","2025-11-06 14:04:26.646","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_56681.spec.fits","3.5756087","-30.34689452","56681","jw08204001001_01_msa.fits","83","G395M_F290LP","8753.3","2.69","5.5","0.2","0.037","2025-11-06 14:44:28.968","0.9.13.dev13+g833a53735","-","0","5.6872","5.6872","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_56681 z=5.6931","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_37843.spec.fits","3.57907246","-30.37726285","37843","jw08204001001_01_msa.fits","55","G395M_F290LP","8753.3","2.96","5.5","0.1","0.036","2025-11-06 13:48:04.799","0.9.13.dev13+g833a53735","-","0","4.3065","4.3065","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_37843 z=4.3232","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_27034.spec.fits","3.57718186","-30.39599004","27034","jw08204001001_01_msa.fits","56","G235M_F170LP","35013.3","1.61","3.95","0.2","0.034","2025-11-06 14:30:07.145","0.9.13.dev13+g833a53735","RNa24  z=N/A","1","5.0496","5.0496","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_27034 z=5.0489","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_b148.spec.fits","3.54888605","-30.37896301","148","jw08204001001_01_msa.fits","148","PRISM_CLEAR","2188.3","0.55","5.5","0.6","0.034","2025-11-06 14:09:11.176","0.9.13.dev13+g833a53735","-","0","1.5579","1.5579","1","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_58852.spec.fits","3.54178288","-30.34244002","58852","jw08204001001_01_msa.fits","179","G395M_F290LP","8753.3","2.69","5.5","0.2","0.034","2025-11-06 15:06:50.345","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_55358.spec.fits","3.56447982","-30.35021847","55358","jw08204001001_01_msa.fits","128","G235M_F170LP","35013.3","1.6","4.5","0.1","0.033","2025-11-06 14:30:33.749","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_b96.spec.fits","3.5687804","-30.38714268","96","jw08204001001_01_msa.fits","96","G395M_F290LP","8753.3","2.69","5.5","0.2","0.033","2025-11-06 15:08:33.189","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
